EVTDESCHF20003_JURCHEN;The stormclouds that have gathered as the [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s prepare the ceremony are a good omen, they tell you and your vassals. [sponsoring_king.Religion.GetHighGodNameCap]'s power is gathering, warning foul and false spirits such as [Root.Religion.GetRandomGodName] not to interfere on this glorious day.\nReading from [sponsoring_king.Religion.GetScriptureName], the most senior [sponsoring_king.Religion.GetPriestTitle] stands with raised arms as the rain starts to pour, proclaiming that it washes away past falsehoods.\nThe thunder and the lightning above makes it clear that [sponsoring_king.Religion.GetHighGodName] is present, watching over you and your vassals are you are brought into the fold.;;;;;;;;;;;;;x
EVTDESCHF20003_KOREAN;The approach of the [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s can be heard long before they can be seen, for they have brought with them a plethora of drums.\nYou and your vassals have gathered in the centre of [converting_king.Capital.GetName] to greet them, and the [sponsoring_king.Religion.GetPriestTitle]s pronounce the welcome quite satisfactory for both them and the gods and spirits they bring with them.\nThe ceremony begins the next morning and takes the entire day, consisting of offerings to ancestors and spirits and the [sponsoring_king.Religion.GetPriestTitle]s taking turns reading from [sponsoring_king.Religion.GetScriptureName] to impart valuable lessons meant to enlighten you and the other converts and to teach you how to properly follow the [sponsoring_king.Religion.GetName] faith.;;;;;;;;;;;;;x
EVTDESCHF20003_MAIAN;[sponsoring_king.GetBestName] has sent a large number of [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s to [converting_king.Capital.GetName] to oversee the ceremony.\nYou and your vassals are led out into the wilderness shortly after the [sponsoring_king.Religion.GetPriestTitle]s arrive, and there you are told of all the various places where the Anito of your lands gather. Many of them are already places of spiritual significance for your people, which helps put many minds at ease.\nIn the presence of the Anito of the wilderness, the [sponsoring_king.Religion.GetPriestTitle]s instruct all of those that have been assembled in the proper rites for appeasing these spirits and those of your ancestors, as well as the greater Anito that are more ever-present.;;;;;;;;;;;;;x
EVTDESCHF20003_MELANESIAN;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s lead you and your vassals down to the shore shortly after your arrival, each man and woman present helping carry the massive number of boats that the [sponsoring_king.Religion.GetPriestTitle]s brought with them to [converting_king.Capital.GetName].\nTogether, you row out onto the water, with the [sponsoring_king.Religion.GetPriestTitle]s loudly praying to [sponsoring_king.Religion.GetHighGodName] to bless this day as you row. The weather seems to improve as time goes on, likely a sign of [sponsoring_king.Religion.GetHighGodName]'s favour.\nOnce the [sponsoring_king.Religion.GetPriestTitle]s are satisfied with how far away from the shore you are, they recite the appropriate verses from [sponsoring_king.Religion.GetScriptureName], proclaiming you reborn in the one and only true faith.;;;;;;;;;;;;;x
EVTDESCHF20003_MIAO;The [sponsoring_king.Religion.GetPriestTitle]s sent by the [sponsoring_king.Religion.GetName] [sponsoring_king.GetTitle] arrive in [converting_king.Capital.GetName] in a grand procession, and waste no time before ordering the construction of several altars.\nOnce the altars have been completed, the [sponsoring_king.Religion.GetPriestTitle]s hand you and your vassals a bowl of rice each and tell you to offer it to your ancestors, who watch over all of their descendants and most definitely are smiling now that you have made the wise decision to convert to the [sponsoring_king.Religion.GetName] faith.\nEach person present makes the required offering under the guidance of one of the junior [sponsoring_king.Religion.GetPriestTitle]s while the rest of the [sponsoring_king.Religion.GetPriestTitle]s chant holy verses. When the ceremony ends, you all feel quite satisfied.;;;;;;;;;;;;;x
EVTDESCHF20003_MINAHASAN;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s arrive in [converting_king.Capital.GetName] accompanied by a large number of warriors dressed in red ceremonial garb.\nYou and your vassals are instructed to gather together. Once all have arrived, the [sponsoring_king.Religion.GetPriestTitle]s start reciting various verses from the [sponsoring_king.Religion.GetScriptureName] while the warriors dance. Some of the verses are about the [sponsoring_king.Religion.GetName] creation myth, and the red warriors act out these legends as the [sponsoring_king.Religion.GetPriestTitle]s continue.\nWhen the ceremony ends, you all have a much better understanding of the [sponsoring_king.Religion.GetName] faith and your place in the world.;;;;;;;;;;;;;x
EVTDESCHF20003_MINANGKABAU;You and your vassals gather under the watchful eyes of the [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s sent by [sponsoring_king.GetBestName] to see to the spiritual needs of the [converting_king.PrimaryTitle.GetFullName].\nOnce you have been gathered, the [sponsoring_king.Religion.GetPriestTitle]s have you all take part in the appropriate purification rituals as they recite holy verses from [sponsoring_king.Religion.GetScriptureName], and you are then instructed to sit down with your families and to listen to the words of the most senior [sponsoring_king.Religion.GetPriestTitle] present.\nWhen everyone is seated, the [sponsoring_king.Religion.GetPriestTitle] in question recites several holy [sponsoring_king.Religion.GetName] legends, illuminating each and every one as to their place in this world.;;;;;;;;;;;;;x
EVTDESCHF20003_NIVKH;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s arrive in the company of several seemingly tame bears dressed in festive garb. They request that the women that currently are breast-feeding children come forward, and tell them to feed the bears as if they were the children in question, all under the watchful eyes of you and your vassals.\nOnce the bears have been fed, the greatest archers are called forth and told to kill the bears cleanly, after which the meat is distributed to all present to feast on. These bears, you are told by the [sponsoring_king.Religion.GetPriestTitle]s, contained the spirits of your ancestors, now set free at last thanks to your wise decision to convert.;;;;;;;;;;;;;x
EVTDESCHF20003_RYUKYUAN;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s lead you and your vassals to the tombs of your ancestors near [converting_king.Capital.GetName] when they arrive.\nOnce at the tombs, you are made to recite the names of your ancestors from Ima-ga-yuu -- the Present Age -- followed by those from Nakaga-yu -- the Middle Age -- so that the Ultimate Ancestors that lived in Usachi-yu -- the Ancient Age -- know who you are. These Ultimate Ancestors, the [sponsoring_king.Religion.GetPriestTitle]s tell you, will inform the gods of your conversion, ensuring that they smile on you as they smile on [sponsoring_king.GetBestName].\nFollowing the recitations, you are all instructed to make offerings of incense, followed by a final prayer under the guidance of the most senior [sponsoring_king.Religion.GetPriestTitle] present.;;;;;;;;;;;;;x
EVTDESCHF20003_SANAMAHI;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s have brought a number of musicians with them, each of them carrying a basket.\nYou and your vassals are surprised when the musicians put down the baskets they are carrying and start to play their instruments as the [sponsoring_king.Religion.GetPriestTitle]s chant strange verses, doubtlessly from [sponsoring_king.Religion.GetScriptureName]. Hooded snakes rise from the baskets, swaying back and forth.\nAs the chanting stops, so does the music, and the serpents all slither off into the crowd. The oldest of the [sponsoring_king.Religion.GetPriestTitle]s proclaims that none of the truly faithful have anything to fear, for [sponsoring_king.Religion.GetHighGodName] will prevent any harm. Some of the commoners, doubtlessly the ones whose conversion was a lie, are attacked by the snakes, and die in agony.;;;;;;;;;;;;;x
EVTDESCHF20003_SUNDANESE;A large procession of [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s has arrived in [converting_king.Capital.GetBestName]. You and your vassals greet them, and they proclaim that this day enlightenment shall spread even further across Buana Panca Tengah -- the Middle World -- as surely as [sponsoring_king.Religion.GetHighGodName] watches over all from Buana Nyungchung -- the Peak Realm -- and protects the faithful from harm.\nThe ceremony is quite simple, with the [sponsoring_king.Religion.GetPriestTitle]s reciting holy verses from [sponsoring_king.Religion.GetScriptureName] and various holy chants being taught to the new converts, and by nightfall all inhabitants of [converting_king.Capital.GetName] have been blessed.;;;;;;;;;;;;;x
EVTDESCHF20003_TAI;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s enter [converting_king.Capital.GetName] chanting holy verses from [sponsoring_king.Religion.GetScriptureName] in unison.\nThe [sponsoring_king.Religion.GetPriestTitle]s slowly make their way to where you and your vassals are waiting for them, strewing flowers all around themselves and carrying lit incense. As they arrive, the most senior of them steps forward, proclaiming that [converting_king.Capital.GetName] now has been blessed and purified, and that all of [converting_king.PrimaryTitle.GetName] now can be brought into the fold.\nOne by one, those that have assembled are taught the correct prayers and offerings to make to the Phi, giving each and every formerly [Root.Religion.GetName] man and woman the means of enlightenment and salvation.;;;;;;;;;;;;;x
EVTDESCHF20003_TAIWANESE;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s sent by [sponsoring_king.GetBestName] from [sponsoring_king.Capital.GetName] enter [converting_king.Capital.GetName] in a manner that makes it clear that only a fool would bar their way.\nOne [sponsoring_king.Religion.GetName] sits down to converse with each person present, with you and your vassals being interrogated as to how you have honoured the spirits and your ancestors in the past. The [sponsoring_king.Religion.GetPriestTitle]s firmly admonish you for all improper acts, and instruct each and every one of you in the proper ways of carrying out acts of worship so that you may do it properly in the future.\nOnce satisfied, those selected as new [sponsoring_king.Religion.GetPriestTitle]s are each given a copy of [sponsoring_king.Religion.GetScriptureName], along with instructions to keep the faithful on the right path.;;;;;;;;;;;;;x
EVTDESCHF20003_VIET;A grand procession of [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s enter [converting_king.Capital.GetName] bearing the five-coloured flags of the [sponsoring_king.Religion.GetName] faithful.\nYou and your vassals are made to recite the appropriate prayers to [sponsoring_king.Religion.GetHighGodName] and to your ancestors, and each and every man and woman present is instructed in the proper offerings to make and the rituals to observe on various occasions.\nIt takes some of the converts time to carry out the rituals to the satisfaction of the [sponsoring_king.Religion.GetPriestTitle]s, but eventually the most senior one present proclaims that with the conversion of [converting_king.Capital.GetName] it is only a matter of time before all of [converting_king.PrimaryTitle.GetName] is brought into the fold.;;;;;;;;;;;;;x
EVTDESCHF20003_YI;The black-robed [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s sent by [sponsoring_king.GetBestName] have finally arrived in [converting_king.Capital.GetName].\nComing before you and your vassals, they proclaim that your ancestors are smiling this day as you have taken the first steps on the path towards an auspicious rebirth. As such, they continue, proper offerings in accordance with [sponsoring_king.Religion.GetScriptureName] would only be right and proper.\nThe [sponsoring_king.Religion.GetPriestTitle]s gently but firmly instruct you all in the proper offerings and prayers of thanks, making sure to correct anyone that accidentally uses the false prayers of old.;;;;;;;;;;;;;x
EVTDESCHF20003_ZHUANG;You and your vassals are told to gather in front of the altar that the [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s have erected at the centre of the new [sponsoring_king.Religion.GetName] temple in [converting_king.Capital.GetName] shortly after they arrive.\nOnce all have assembled, the most senior of the [sponsoring_king.Religion.GetPriestTitle]s blesses the temple in accordance with [sponsoring_king.Religion.GetScriptureName], proclaiming it dedicated to the three elements of sky, earth, and water.\nThe other [sponsoring_king.Religion.GetPriestTitle]s then lead all that have gathered in a shared prayer of thanks to the spirits and [sponsoring_king.Religion.GetHighGodName], which concludes the ceremony.;;;;;;;;;;;;;x

EVTDESCHF20004_BON;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.GetBestName] and most of [converting_king.GetHerHis] subjects have converted to the true faith, and thus taken the first step towards enlightenment.;;;;;;;;;;;;;x
EVTDESCHF20004_AINU;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.PrimaryTitle.GetName] has now been taught how to properly worship the kamuy, as have [converting_king.GetHerHis] subjects.;;;;;;;;;;;;;x
EVTDESCHF20004_ANDAMANESE;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.GetBestName] has been presented with the sacred flame of [sponsoring_king.Religion.GetHighGodName], and [converting_king.GetSheHe] and [converting_king.GetHerHis] subjects have consigned their false symbols of faith to the cleansing fire.;;;;;;;;;;;;;x
EVTDESCHF20004_BAI;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.GetBestName] and [converting_king.GetHerHis] subjects' ancestors have joined the ranks of the Benzhu, while [converting_king.GetBestName] has and [converting_king.GetHerHis] subjects have joined the ranks of the faithful.;;;;;;;;;;;;;x
EVTDESCHF20004_BAMAR;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.PrimaryTitle.GetName] now follows the teachings of the Nats, and [converting_king.GetBestName] and the other faithful have started down the path towards enlightenment.;;;;;;;;;;;;;x
EVTDESCHF20004_BATAK;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe ranks of the faithful swell with [converting_king.GetBestName] and [converting_king.GetHerHis] subjects, who in due time will make us all proud.;;;;;;;;;;;;;x
EVTDESCHF20004_CHINESE;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe people of [converting_king.PrimaryTitle.GetName] have now been taught how to properly respect their ancestors, with [converting_king.GetBestName] in particular showing [converting_king.GetHerHis] devotion.;;;;;;;;;;;;;x
EVTDESCHF20004_DAYAK;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe honoured dead of [converting_king.PrimaryTitle.GetName] have been properly reburied, and the new converts have been taught how the proper rites are to be observed in the future.;;;;;;;;;;;;;x
EVTDESCHF20004_DUSUN;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe spirits of [converting_king.PrimaryTitle.GetName] are pleased with the conversion of [converting_king.GetBestName] and [converting_king.GetHerHis] subjects, and will keep disease, disaster, and drought at bay as the numbers of the faithful swell.;;;;;;;;;;;;;x
EVTDESCHF20004_INCA;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe people of [converting_king.PrimaryTitle.GetName] now know to properly praise the sun and to defy the darkness and those who serve it. In due time, they will help spread [sponsoring_king.Religion.GetHighGodName]'s light to all corners of the world.;;;;;;;;;;;;;x
EVTDESCHF20004_JURCHEN;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.PrimaryTitle.GetName] has been converted. [sponsoring_king.Religion.GetHighGodNameCap] watched over the ceremony, keeping all evil spirits at bay with thunder and lightning.;;;;;;;;;;;;;x
EVTDESCHF20004_KOREAN;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nTheir holy drumbeats have echoed all across [converting_king.PrimaryTitle.GetName], and the spirits of the land and the ancestors of [converting_king.GetBestName] smile on the day of [converting_king.GetHerHis] conversion.;;;;;;;;;;;;;x
EVTDESCHF20004_MAIAN;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.GetBestName] and [converting_king.GetHerHis] subjects now worship in accordance with the teachings of the Anito.;;;;;;;;;;;;;x
EVTDESCHF20004_MELANESIAN;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe people of [converting_king.PrimaryTitle.GetName] have now been taught about the true origin of humanity and of the gods, and no longer follow the false teachings of their misled ancestors.;;;;;;;;;;;;;x
EVTDESCHF20004_MIAO;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.GetBestName] and most of [converting_king.GetHerHis] subjects now follow the teachings of [sponsoring_king.Religion.GetHighGodName] and venerate their ancestors in accordance with [sponsoring_king.Religion.GetScriptureName].;;;;;;;;;;;;;x
EVTDESCHF20004_MINAHASAN;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe people of [converting_king.PrimaryTitle.GetName] have now been taught the holy legends through their work and through the ritual dances of the red warriors sent with them.;;;;;;;;;;;;;x
EVTDESCHF20004_MINANGKABAU;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe people of [converting_king.PrimaryTitle.GetName] have been illuminated as to their place in the world and their role to play in [sponsoring_king.Religion.GetHighGodName]'s plans.;;;;;;;;;;;;;x
EVTDESCHF20004_NIVKH;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.PrimaryTitle.GetName] has converted to the true faith in a ceremony that saw the new converts free the spirits of the ancestors from the bears in which they were trapped.;;;;;;;;;;;;;x
EVTDESCHF20004_RYUKYUAN;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[converting_king.PrimaryTitle.GetName] now knows how to properly worship all ancestors since the Ultimate Ancestors, as well as how to heed [sponsoring_king.Religion.GetHighGodName]'s commands.;;;;;;;;;;;;;x
EVTDESCHF20004_SANAMAHI;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[sponsoring_king.Religion.GetHighGodNameCap] smiles on [converting_king.PrimaryTitle.GetName], and all that truly have embraced the true faith are kept safe from harm, just as the faithful in your realm are kept safe.;;;;;;;;;;;;;x
EVTDESCHF20004_SUNDANESE;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\n[sponsoring_king.Religion.GetHighGodNameCap]'s holy word continues to spread throughout Buana Panca Tengah, most recently reaching the previously heathen population of [converting_king.PrimaryTitle.GetName].;;;;;;;;;;;;;x
EVTDESCHF20004_TAI;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe enlightenment of the people of [converting_king.PrimaryTitle.GetName] has begun, as they have been taught the proper way of venerating the Phi and their ancestors.;;;;;;;;;;;;;x
EVTDESCHF20004_TAIWANESE;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe ancestors of [converting_king.GetBestName] and [converting_king.GetHerHis] vassals and the spirits throughout [converting_king.PrimaryTitle.GetName] are greatly pleased by the conversion of [converting_king.GetBestName].;;;;;;;;;;;;;x
EVTDESCHF20004_VIET;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe five-coloured flag of the [sponsoring_king.Religion.GetName] faith now flies over [converting_king.Capital.GetName], and the people there are praising [sponsoring_king.Religion.GetHighGodName] with one voice.;;;;;;;;;;;;;x
EVTDESCHF20004_YI;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nAn auspicious rebirth has been predicted for all that dwell within the borders of [converting_king.PrimaryTitle.GetName] now that [converting_king.GetBestName] has embraced the true faith.;;;;;;;;;;;;;x
EVTDESCHF20004_ZHUANG;Your [sponsoring_king.Religion.GetPriestTitle]s return with good news.\nThe temples in [converting_king.Capital.GetName] and elsewhere throughout [converting_king.PrimaryTitle.GetName] have now been sanctified to sky, earth, and water, in accordance with [sponsoring_king.Religion.GetHighGodName]'s will.;;;;;;;;;;;;;x

EVTDESCHF20008_BON;A large number of [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s have arrived in [converting_king.Capital.GetName], accompanied by a number of prominent architects from [sponsoring_king.GetBestName]'s realm. The former are here to see to the spiritual needs of you and your liege, while the latter are here to help oversee the construction of sacred places within the walls of [converting_king.Capital.GetName].\nOnce you and the other converts have assembled, the [sponsoring_king.Religion.GetPriestTitle]s begin the ceremony by reading verses from the [sponsoring_king.Religion.GetScriptureName] about enlightenment and spiritual purity. As they continue, you can start to feel more at ease. This ceremony will bring you closer to enlightenment, in this life or one to come.;;;;;;;;;;;;;x
EVTDESCHF20008_AINU;The [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s arrive in the company of several seemingly tame bears dressed in festive garb. They request that the women that currently are breast-feeding children come forward, and tell them to feed the bears as if they were the children in question, all under the watchful eyes of you and your liege.\nOnce the bears have been fed, the greatest archers are called forth and told to kill the bears cleanly, after which the meat is distributed to all present to feast on. This, the [sponsoring_king.Religion.GetPriestTitle]s tells you, will help the spirit of the bear return to the land of the gods with word of our decision to follow the path of righteousness.;;;;;;;;;;;;;x
EVTDESCHF20008_ANDAMANESE;The [sponsoring_king.Religion.GetPriestTitle]s of [sponsoring_king.Religion.GetHighGodName] have come, bringing with them a plethora of torches and the holy word of the [sponsoring_king.Religion.GetName] faith. [sponsoring_king.Religion.GetHighGodNameCap]'s blessing is upon you and your liege, they proclaim, and thus you shall share in the sacred flame gifted to the faithful.\nUnder the supervision of the most senior [sponsoring_king.Religion.GetPriestTitle], the holy symbols and writings of old are gathered together in a massive pyre in the centre of [converting_king.Capital.GetName]. Once the [sponsoring_king.Religion.GetPriestTitle]s are satisfied, the pyre is set ablaze.\nWith this act, you and your liege are purified and welcomed into [sponsoring_king.Religion.GetHighGodName]'s holy embrace.;;;;;;;;;;;;;x
EVTDESCHF20008_BAI;The [sponsoring_king.Religion.GetPriestTitle]s sent by [sponsoring_king.GetBestName] arrive in [converting_king.Capital.GetName] in a grand procession, carrying great litters containing the statues of several prominent Benzhu.\nSeveral prominent historians in the service of [sponsoring_king.GetBestName] have also come, and they waste no time before interrogating you and your liege about your ancestors and whether depictions of any of them exist somewhere near [converting_king.Capital.GetName].\nOnce satisfied, yet more litters are constructed and representative depictions of the chosen ancestors placed within them. They have joined the ranks of the Benzhu, you are told, much like you and your families have joined the ranks of the faithful.;;;;;;;;;;;;;x
EVTDESCHF20008_BAMAR;Adorned in holy symbols and peacock feathers, the [sponsoring_king.Religion.GetName] [sponsoring_king.Religion.GetPriestTitle]s of [sponsoring_king.GetBestName] have arrived in [converting_king.Capital.GetName]. They place more of the same in front of you and your liege, telling you to select something of your liking to wear as a token of your new faith in the Nats.\nOnce they are satisfied that all present have adorned themselves with the symbols in question, the [sponsoring_king.Religion.GetPriestTitle]s take turn reading holy verses from [sponsoring_king.Religion.GetScriptureName], each of them seemingly chosen due to their focus on community, enlightenment, and following the right path forward. You have made the right decision, that is the message you get from all of this.;;;;;;;;;;;;;x
